Product type,SKU,Estimated price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Demurrage
skincare,C629551-21419/0,19460.0,25.0,310.0,$2102.64,Female,97.0,,,4.0,Carrier B,,Supplier 3,Bangalore,9.0,596.0,25.0,$31.17,Pass,0.74,Rail,a,831.64,0.0
cosmetics,C633645-24193/9,45000.0,38.0,751.0,$1373.92,Unknown,67.0,18.0,1.0,7.0,,$396.00,Supplier 1,,,368.0,12.0,$25.08,Pass,0.12,,route_C,606.61,0.0
cosmetics,C633645-24203/0,19370.0,30.0,430.0,$5961.66,Female,31.0,20.0,52.0,7.0,Carrier A,$944.00,Supplier 3,Mumbai,17.0,255.0,15.0,$12.53,Pass,3.96,Rail,C,685.12,0.0
haircare,C633645-24205/1,96670.0,85.0,496.0,$6023.98,Male,55.0,8.0,88.0,,Carrier B,$690.00,Supplier 4,,13.0,,22.0,$56.97,Pending,1.05,Rail,,592.4,0.0
cosmetics,C633645-24291/0,69000.0,63.0,693.0,$8903.21,Female,63.0,15.0,28.0,2.0,Carrier C,$575.00,Supplier 4,Chennai,22.0,634.0,25.0,$69.57,Pending,3.83,Road,routeB,979.8,0.0
cosmetics,C636165-646/732,,,86.0,$1234.79,Male,91.0,8.0,31.0,8.0,Carrier C,$929.00,Supplier 5,Kolkata,5.0,345.0,23.0,$49.26,Fail,2.23,,C,200.73,0.0
haircare,C636165-646/110,17800.0,60.0,87.0,$4614.05,Female,32.0,9.0,23.0,5.0,Carrier C,,Supplier 5,Chennai,8.0,122.0,2.0,$52.19,Fail,4.73,Air,B route,202.01,0.0
haircare,C636165-878/761,20000.0,25.0,681.0,,Male,52.0,25.0,95.0,7.0,Carrier B,$447.00,Supplier 4,Bangalore,8.0,167.0,8.0,$35.56,Fail,4.89,Rail,route_A,457.65,0.0
haircare,C636147-646/732,33740.0,33.0,527.0,$1242.5,Non-binary,65.0,,23.0,8.0,Carrier A,$539.00,Supplier 2,Delhi,17.0,677.0,11.0,,Pass,,Air,B route,868.91,0.0
,C636147-646/110,7450.0,14.0,228.0,,Non-binary,84.0,10.0,59.0,8.0,Carrier C,$888.00,Supplier 3,Chennai,5.0,495.0,11.0,$97.37,Pending,2.58,Road,,381.84,0.0
cosmetics,C636147-878/761,38170.0,,63.0,$3104.69,Female,44.0,9.0,20.0,,Carrier C,,Supplier 1,Mumbai,10.0,738.0,17.0,$23.07,,2.11,Air,c,546.55,0.0
cosmetics,C636130-646/732,54740.0,92.0,142.0,$8722.59,Unknown,79.0,9.0,71.0,8.0,Carrier B,$649.00,Supplier 4,Mumbai,22.0,269.0,27.0,$47.49,Fail,1.25,Sea,route_A,391.03,0.0
haircare,C636130-646/110,57930.0,32.0,410.0,,Unknown,47.0,20.0,73.0,4.0,,$943.00,,Delhi,19.0,356.0,22.0,$46.65,Fail,0.85,Air,route_B,299.47,0.0
skincare,C636130-878/791,36210.0,58.0,740.0,$4547.08,,20.0,29.0,62.0,5.0,Carrier A,$213.00,Supplier 1,Bangalore,2.0,671.0,,$37.83,,2.19,Air,routeA,703.68,0.0
cosmetics,C626135-1513/60,34390.0,91.0,429.0,$5720.77,Non-binary,25.0,27.0,56.0,1.0,Carrier C,$844.00,Supplier 1,,19.0,388.0,9.0,$76.28,Pass,0.6,Sea,B,715.12,0.0
haircare,C626135-1853/60,70160.0,65.0,,$3487.82,Non-binary,49.0,24.0,36.0,1.0,Carrier A,$643.00,Supplier 1,Bangalore,4.0,213.0,9.0,$88.71,Fail,0.68,Sea,c,,
haircare,C626135-1854/60,78340.0,8.0,835.0,$4378.33,Female,13.0,17.0,,3.0,Carrier A,$576.00,Supplier 3,,4.0,158.0,10.0,$28.25,Pending,4.49,Road,routeB,741.87,0.0
cosmetics,C626147-1513/60,11520.0,38.0,639.0,$1136.22,Non-binary,34.0,12.0,22.0,8.0,,$661.00,,Delhi,8.0,184.0,,$75.19,Pass,1.86,Air,a,861.01,0.0
cosmetics,C626147-1853/60,65069.99999999999,76.0,85.0,$2552.52,Female,,12.0,60.0,9.0,Carrier B,$231.00,Supplier 1,Mumbai,25.0,432.0,14.0,$65.43,Pass,4.55,Air,A,113.47,0.0
haircare,C626147-1854/60,87950.0,43.0,807.0,,Male,77.0,24.0,99.0,,Carrier A,$860.00,Supplier 1,Mumbai,7.0,929.0,3.0,$40.57,Pending,,Sea,C,141.53,0.0
haircare,C631374-06762/K,62850.0,90.0,826.0,$5331.46,Female,71.0,16.0,35.0,8.0,Carrier C,$434.00,,Bangalore,11.0,253.0,25.0,,Fail,4.51,,route_A,539.86,620054.0
skincare,C631374-03402/E,,,24.0,$3314.48,Non-binary,10.0,2.0,4.0,2.0,,$754.00,Supplier 2,Bangalore,20.0,979.0,7.0,$28.77,Pass,3.27,Rail,B route,674.42,0.0
skincare,C631374-05598/X,98880.0,37.0,149.0,$9336.55,Unknown,,10.0,79.0,4.0,Carrier A,$575.00,Supplier 4,Mumbai,17.0,931.0,28.0,$27.33,Pass,4.11,Rail,,253.55,1616251.0
skincare,C631374-01773/X,93080.0,28.0,405.0,$7530.03,Female,50.0,17.0,85.0,9.0,Carrier B,$577.00,Supplier 4,Chennai,,470.0,18.0,$97.07,Fail,4.55,Sea,B route,986.66,0.0
cosmetics,C631374-5602/0X,44830.0,31.0,861.0,$8665.23,Male,55.0,11.0,,6.0,,$665.00,Supplier 5,Mumbai,13.0,114.0,6.0,$21.01,Fail,1.15,Road,C,636.35,0.0
cosmetics,C631374-2466/0W,77640.0,97.0,29.0,$8102.27,Non-binary,15.0,14.0,22.0,2.0,Carrier B,,Supplier 1,Bangalore,13.0,479.0,16.0,$14.59,Pending,2.86,Air,B route,911.78,
skincare,C631374-1634/0W,76130.0,28.0,466.0,,Female,35.0,27.0,68.0,,Carrier B,$400.00,Supplier 3,Kolkata,23.0,340.0,,$98.98,Pending,1.69,Air,,254.14,
cosmetics,C631359-06762/K,9710.0,1.0,968.0,,Non-binary,84.0,23.0,48.0,8.0,,$285.00,Supplier 4,Delhi,,899.0,16.0,$24.24,Pending,4.12,Sea,A,103.19,0.0
haircare,C631359-03402/K,59100.0,91.0,642.0,$8659.34,Female,73.0,,65.0,2.0,Carrier A,$295.00,Supplier 3,,25.0,953.0,22.0,$88.08,Pending,3.41,Road,a,386.79,536160.0
skincare,C631359-05598/X,69640.0,4.0,285.0,$1689.54,Non-binary,83.0,23.0,31.0,8.0,Carrier B,$769.00,Supplier 4,Bangalore,18.0,435.0,29.0,$48.53,Fail,1.41,Air,b,507.35,0.0
cosmetics,C631359-01773/X,64670.0,22.0,280.0,,Non-binary,38.0,24.0,94.0,6.0,Carrier A,$359.00,Supplier 5,Mumbai,8.0,168.0,7.0,$37.88,Fail,4.02,Road,A,467.32,1669062.0
cosmetics,C631359-5602/0X,31430.0,18.0,564.0,$1314.94,Non-binary,45.0,4.0,89.0,6.0,Carrier B,$660.00,Supplier 5,Bangalore,25.0,908.0,15.0,$62.55,Pass,4.36,Rail,B,356.68,0.0
skincare,C631359-2466/0W,70220.0,25.0,621.0,$5265.25,Non-binary,82.0,10.0,5.0,4.0,Carrier A,$523.00,Supplier 2,Delhi,22.0,124.0,10.0,$17.63,Pending,2.96,Air,A,492.68,0.0
skincare,C631359-0182/0D,20770.0,16.0,692.0,$1620.24,Female,54.0,5.0,82.0,2.0,Carrier B,$890.00,Supplier 3,Mumbai,26.0,543.0,8.0,$74.09,Pass,4.73,,routeB,836.61,784860.0
cosmetics,C631359-1634/0W,12560.0,83.0,278.0,$6010.08,Non-binary,32.0,,64.0,2.0,Carrier B,$294.00,Supplier 1,Bangalore,19.0,237.0,12.0,$67.69,,0.38,Road,routeC,247.39,1013756.0
haircare,C631346-06762/K,58600.0,7.0,3.0,$6183.42,,72.0,8.0,46.0,6.0,Carrier C,$527.00,Supplier 4,Bangalore,25.0,223.0,14.0,$96.14,Pending,1.41,Rail,,569.9,0.0
haircare,C631346-03402/E,90470.0,65.0,676.0,$8232.98,Non-binary,,15.0,87.0,4.0,Carrier C,$717.00,Supplier 4,Bangalore,12.0,239.0,,$43.7,Pass,2.69,,routeC,413.21,0.0
skincare,C631346-05598/X,37410.0,49.0,,$3946.87,Non-binary,81.0,27.0,73.0,1.0,Carrier B,$692.00,Supplier 5,Mumbai,11.0,671.0,23.0,$85.02,Pending,2.71,Road,,633.55,1340915.0
skincare,C631346-01773/X,26530.0,32.0,529.0,$3618.53,,35.0,2.0,42.0,5.0,,$152.00,Supplier 3,Delhi,4.0,122.0,1.0,$83.89,Fail,2.73,Sea,B,590.82,0.0
cosmetics,C631346-5602/0X,39760.0,44.0,901.0,,Male,51.0,18.0,10.0,8.0,Carrier A,$953.00,Supplier 2,Mumbai,21.0,674.0,5.0,$27.96,Pending,3.41,Rail,B route,438.21,568874.0
cosmetics,C631346-2466/0W,92930.0,45.0,694.0,$6305.59,Male,21.0,16.0,88.0,7.0,Carrier B,$338.00,Supplier 1,Delhi,3.0,526.0,12.0,$44.44,Fail,3.13,Rail,B,736.76,
skincare,C631346-0182/0D,57410.0,30.0,63.0,$1976.88,Non-binary,72.0,3.0,21.0,3.0,Carrier C,$545.00,Supplier 1,,12.0,331.0,12.0,$18.34,Fail,3.11,Rail,B,738.06,1023793.0
skincare,C631346-1634/0W,82220.0,94.0,278.0,$1498.51,Unknown,51.0,19.0,40.0,1.0,Carrier B,$359.00,Supplier 5,Bangalore,2.0,,26.0,$29.5,Pass,4.18,Sea,A route,192.17,0.0
haircare,C631343-03402/E,56870.0,99.0,522.0,$2406.91,Non-binary,,11.0,59.0,9.0,Carrier A,$800.00,Supplier 3,Kolkata,12.0,306.0,,$14.68,Fail,3.73,,C,320.6,
cosmetics,C631343-05598/X,12050.0,22.0,950.0,$7201.19,Unknown,23.0,20.0,85.0,5.0,Carrier B,$521.00,Supplier 4,Mumbai,14.0,150.0,2.0,$24.69,Pending,3.13,Sea,routeB,405.85,0.0
skincare,C631343-01773/X,81570.0,21.0,961.0,,Female,89.0,7.0,60.0,7.0,Carrier A,$113.00,Supplier 1,Mumbai,22.0,740.0,3.0,$21.08,Fail,2.27,Road,C route,504.47,
,C631343-5602/0X,47400.0,51.0,915.0,$2098.08,Male,34.0,13.0,86.0,9.0,Carrier A,$123.00,Supplier 2,Kolkata,11.0,220.0,19.0,$30.99,Pending,4.69,Sea,a,934.86,0.0
skincare,C631343-2466/0W,60550.0,18.0,446.0,$9327.17,Male,94.0,25.0,9.0,5.0,Carrier A,$262.00,Supplier 2,Bangalore,18.0,939.0,13.0,$42.43,Pass,3.78,Sea,A route,622.53,0.0
skincare,C631343-0182/0D,56720.0,23.0,,$9313.08,Unknown,67.0,19.0,65.0,8.0,Carrier B,,Supplier 4,,17.0,373.0,4.0,$74.51,Pass,3.64,Rail,B,431.31,0.0
cosmetics,C631343-1634/0W,19250.0,59.0,928.0,,Female,23.0,20.0,81.0,8.0,Carrier B,$704.00,Supplier 2,Kolkata,14.0,374.0,10.0,$84.9,Fail,0.68,Sea,C route,238.99,0.0
cosmetics,C642459-0045/36,51510.0,43.0,60.0,$7059.17,Female,82.0,17.0,28.0,1.0,Carrier B,$886.00,Supplier 3,Kolkata,,740.0,18.0,,Pending,1.86,Sea,,857.83,0.0
haircare,C642459-0045/20,55310.0,40.0,527.0,$9084.28,Female,8.0,23.0,47.0,1.0,,$838.00,Supplier 2,Mumbai,4.0,437.0,24.0,$11.53,Pending,,Rail,route_A,941.64,2354215.0
skincare,C642459-0045/10,11000.0,68.0,96.0,$7383.99,Non-binary,80.0,5.0,,5.0,Carrier B,,Supplier 3,Chennai,25.0,359.0,27.0,$82.12,,2.01,Sea,C route,550.07,0.0
haircare,C642459-1381/36,59930.0,94.0,355.0,$8723.56,Female,69.0,8.0,58.0,2.0,Carrier A,$789.00,Supplier 4,Chennai,16.0,233.0,,$61.75,Pending,1.16,Rail,a,465.74,0.0
skincare,C642459-1381/20,51650.0,70.0,868.0,$9202.5,,22.0,11.0,51.0,6.0,Carrier C,$377.00,Supplier 5,Chennai,7.0,352.0,10.0,$41.89,Fail,2.52,Road,B,481.33,0.0
cosmetics,C642459-1381/10,28160.0,,59.0,$1948.19,Non-binary,61.0,2.0,33.0,7.0,Carrier C,$371.00,Supplier 5,Delhi,25.0,488.0,16.0,$36.04,,1.22,Road,routeA,368.59,1270143.0
skincare,C642447-0045/36,49400.0,43.0,171.0,$5693.42,,49.0,16.0,,4.0,,$332.00,Supplier 5,Bangalore,28.0,,,$68.7,Pass,1.28,Road,A route,929.25,0.0
cosmetics,C642447-0045/20,70400.0,65.0,780.0,$4749.29,Non-binary,35.0,,,6.0,Carrier C,$665.00,Supplier 3,,2.0,956.0,14.0,$73.15,Pass,2.06,Air,A,766.43,0.0
haircare,C642447-0045/10,31910.0,76.0,469.0,$2589.31,,82.0,23.0,62.0,3.0,Carrier C,$119.00,Supplier 5,,18.0,286.0,,$21.4,Fail,3.08,Sea,route_C,425.9,1362344.0
skincare,C642447-1381/36,88770.0,67.0,757.0,$4844.45,Non-binary,26.0,14.0,9.0,1.0,Carrier A,,Supplier 4,Delhi,13.0,335.0,17.0,$36.27,Pending,0.31,Rail,A route,628.75,1893966.0
haircare,C642447-1381/20,59100.0,96.0,298.0,$6812.83,Male,48.0,29.0,9.0,1.0,Carrier C,$881.00,Supplier 2,Delhi,28.0,988.0,6.0,$69.54,Pass,1.68,Sea,c,724.97,
cosmetics,C642447-1381/10,24890.0,22.0,973.0,$2481.88,Unknown,34.0,18.0,65.0,1.0,Carrier B,$701.00,Supplier 2,Chennai,27.0,503.0,19.0,$82.08,Pass,3.5,Air,C,571.4,
haircare,B259925-004G/00,95320.0,20.0,293.0,$8440.48,Non-binary,16.0,19.0,68.0,8.0,Carrier B,$805.00,Supplier 4,Bangalore,9.0,313.0,18.0,$56.69,,0.79,Sea,A,420.57,0.0
skincare,B259925-002B/00,98090.0,56.0,47.0,$4821.55,Non-binary,94.0,2.0,86.0,9.0,Carrier B,$656.00,,Kolkata,14.0,208.0,15.0,$90.73,,0.04,Rail,routeC,951.57,651783.0
skincare,B259925-017B/00,24230.0,12.0,672.0,,Non-binary,72.0,21.0,61.0,2.0,Carrier B,$288.00,Supplier 3,Mumbai,3.0,,3.0,$51.18,Fail,4.36,Road,B,112.88,0.0
haircare,B259925-003M/00,19040.0,15.0,878.0,$4391.08,Unknown,37.0,25.0,,,,$358.00,,Mumbai,20.0,377.0,17.0,$40.75,Pending,4.8,Sea,route_B,863.42,1349279.0
cosmetics,B259925-003L/01,26480.0,74.0,36.0,$9605.2,Non-binary,11.0,24.0,5.0,2.0,Carrier A,$127.00,,Bangalore,,,14.0,$26.77,,2.95,Air,B route,285.16,0.0
,B259925-003G/00,31450.0,50.0,361.0,$1311.23,Female,80.0,18.0,99.0,4.0,Carrier B,$973.00,Supplier 2,Chennai,29.0,891.0,6.0,$97.47,Pass,4.6,Sea,route_C,934.13,1045957.0
skincare,B259925-003T/00,75920.0,92.0,170.0,$1878.14,Male,19.0,,63.0,8.0,Carrier C,$676.00,Supplier 5,Chennai,28.0,892.0,,$39.2,Fail,0.74,Sea,A,495.02,0.0
,B259925-003I/00,31130.0,77.0,248.0,$1735.77,Male,2.0,14.0,,6.0,,$353.00,Supplier 1,Mumbai,28.0,906.0,17.0,$71.14,Pending,2.45,Sea,a,636.5,322227.0
haircare,B259925-003B/00,29130.0,36.0,158.0,$2376.89,Non-binary,51.0,15.0,4.0,7.0,Carrier B,$626.00,Supplier 5,Bangalore,27.0,850.0,26.0,$31.35,Pending,0.11,,A,126.56,0.0
skincare,B259921-004G/00,37300.0,67.0,401.0,,Unknown,45.0,,28.0,8.0,Carrier C,$926.00,Supplier 2,Bangalore,14.0,485.0,7.0,$73.66,Pass,2.09,Sea,A,603.5,1134212.0
skincare,B259921-002B/00,51310.0,13.0,570.0,$4703.66,,18.0,2.0,91.0,,Carrier A,$863.00,,Chennai,4.0,710.0,13.0,$55.91,Pass,0.89,Rail,route_B,207.23,0.0
haircare,B259921-017B/00,62080.0,13.0,30.0,$4530.71,Female,33.0,8.0,34.0,1.0,Carrier A,,Supplier 5,Chennai,5.0,519.0,,$19.63,Pending,0.57,Air,routeC,488.07,0.0
skincare,B259921-003M/00,48160.0,52.0,958.0,$5615.51,Female,17.0,24.0,,7.0,Carrier C,$162.00,Supplier 2,Delhi,25.0,639.0,11.0,$73.41,Fail,4.9,Rail,route_A,219.46,469930.0
skincare,B259921-003L/01,40060.0,87.0,85.0,,,39.0,18.0,77.0,6.0,Carrier C,$855.00,Supplier 3,Delhi,25.0,656.0,14.0,$33.58,Fail,3.28,Air,C route,744.5,0.0
cosmetics,B259921-003G/00,53550.0,77.0,898.0,$7766.65,Female,,3.0,5.0,3.0,Carrier B,$412.00,Supplier 1,Delhi,2.0,996.0,25.0,$17.78,,1.33,,B,987.07,597400.0
haircare,B259921-003T/00,39980.0,26.0,630.0,$6840.1,Unknown,97.0,27.0,,3.0,,$295.00,Supplier 3,Chennai,19.0,977.0,7.0,$98.97,Fail,2.24,Sea,routeB,891.82,0.0
cosmetics,B259921-003L/00,90620.0,6.0,528.0,$9216.28,Female,87.0,15.0,46.0,,Carrier C,,Supplier 2,Bangalore,1.0,897.0,22.0,$58.03,Pass,0.96,Air,a,461.28,1502473.0
cosmetics,B259921-003I/00,40290.0,66.0,398.0,$2044.66,Non-binary,80.0,18.0,23.0,9.0,Carrier C,$108.00,Supplier 1,Chennai,12.0,437.0,28.0,$79.63,Pass,1.72,Rail,routeB,309.72,
haircare,B259921-003B/00,,38.0,138.0,$3513.29,Female,28.0,21.0,87.0,8.0,Carrier C,$744.00,Supplier 5,Chennai,4.0,756.0,29.0,$87.84,Pass,2.02,Air,b,542.93,0.0
,B259905-004G/00,6970.0,26.0,636.0,$2535.09,Non-binary,25.0,29.0,9.0,7.0,Carrier B,$267.00,Supplier 5,Mumbai,2.0,,11.0,$25.4,Fail,1.9,Sea,A route,205.16,1124559.0
haircare,B259905-002B/00,,68.0,810.0,$1866.89,Female,97.0,28.0,84.0,6.0,Carrier B,$372.00,Supplier 2,,6.0,766.0,15.0,$32.95,Fail,0.24,Rail,a,209.55,0.0
haircare,B259905-017B/00,64550.0,60.0,476.0,$9543.88,Non-binary,52.0,9.0,20.0,4.0,Carrier B,$213.00,Supplier 1,Mumbai,12.0,568.0,5.0,$87.66,Fail,3.07,Road,b,139.14,386465.0
cosmetics,B259905-003M/00,94860.0,81.0,317.0,,Male,43.0,10.0,59.0,4.0,Carrier B,$814.00,Supplier 1,Delhi,11.0,473.0,24.0,$46.35,Pending,0.59,Road,A route,288.83,0.0
cosmetics,B259905-003L/01,33700.0,74.0,616.0,$7558.1,Unknown,21.0,24.0,29.0,9.0,Carrier C,,Supplier 1,Chennai,26.0,760.0,29.0,,Fail,4.63,Sea,route_C,593.44,0.0
haircare,B259905-003G/00,50020.0,74.0,973.0,$7827.13,Female,89.0,25.0,,5.0,Carrier C,$894.00,,Delhi,18.0,500.0,16.0,$90.16,Pending,0.32,Road,B,264.62,
skincare,B259905-003T/00,20560.0,15.0,382.0,$6603.78,Female,54.0,10.0,93.0,7.0,Carrier B,$230.00,Supplier 5,Kolkata,9.0,923.0,18.0,$87.02,Pass,2.19,Rail,route_A,579.92,2434343.0
haircare,B259905-003L/00,95570.0,45.0,178.0,$7385.71,,46.0,5.0,,4.0,Carrier A,$858.00,Supplier 2,Delhi,21.0,187.0,17.0,,Pass,,Sea,route_C,432.61,0.0
haircare,B259905-003I/00,32860.0,99.0,729.0,$7107.47,Unknown,96.0,3.0,90.0,,Carrier B,$496.00,Supplier 1,Bangalore,19.0,774.0,23.0,$81.58,Pass,3.6,Rail,c,776.77,
cosmetics,B259905-003B/00,26320.0,72.0,359.0,$4030.94,Unknown,5.0,16.0,29.0,8.0,,$399.00,Supplier 1,Delhi,8.0,840.0,27.0,$74.12,Fail,3.18,Air,,835.83,
haircare,B291321-0003/02,61000.0,26.0,531.0,$7723.74,Non-binary,77.0,22.0,12.0,8.0,Carrier A,$628.00,Supplier 2,Mumbai,18.0,334.0,22.0,$44.27,Pending,2.04,Sea,routeB,239.45,0.0
cosmetics,B291321-0003/26,61180.0,93.0,568.0,$2776.82,Female,,2.0,66.0,5.0,Carrier A,$465.00,Supplier 1,,6.0,194.0,6.0,$37.16,Fail,1.75,Rail,C route,866.0,0.0
skincare,B291321-0003/35,45890.0,38.0,870.0,,Male,25.0,23.0,55.0,9.0,Carrier C,$264.00,Supplier 1,Mumbai,,234.0,14.0,$22.85,Pending,1.86,Sea,routeA,868.28,956814.0
haircare,B291321-0005/02,88560.0,70.0,383.0,$4159.72,Non-binary,93.0,,50.0,4.0,Carrier A,$272.00,Supplier 5,Chennai,2.0,804.0,15.0,$86.96,Fail,1.26,Air,route_B,255.7,
skincare,B291321-0005/26,48110.0,67.0,428.0,$4999.96,Male,59.0,6.0,24.0,5.0,,$729.00,Supplier 4,Delhi,5.0,796.0,29.0,$11.94,Pass,2.91,Rail,A,,
,B291321-0005/35,61640.0,58.0,,$6476.82,Female,66.0,7.0,28.0,8.0,Carrier B,$111.00,Supplier 4,Mumbai,9.0,774.0,6.0,$14.54,Fail,0.21,Rail,,336.97,0.0
haircare,B291321-0002/02,42780.0,60.0,122.0,$6241.53,Unknown,36.0,24.0,72.0,9.0,Carrier A,$565.00,Supplier 3,Delhi,26.0,622.0,2.0,$57.36,Pass,4.43,Sea,route_A,536.39,0.0
haircare,B291321-0002/26,18760.0,12.0,160.0,$8545.45,Non-binary,24.0,21.0,99.0,2.0,Carrier C,$410.00,Supplier 5,Delhi,6.0,299.0,25.0,$81.81,Pending,0.21,Road,,587.51,558525.0
skincare,B291321-0002/35,78700.0,57.0,737.0,$4181.07,Female,72.0,20.0,60.0,4.0,Carrier B,,Supplier 1,Delhi,29.0,476.0,28.0,$36.69,Fail,3.64,Air,,324.88,0.0
cosmetics,B251301-0003/02,18290.0,61.0,552.0,,Female,97.0,26.0,46.0,1.0,Carrier C,$167.00,,Delhi,26.0,,8.0,$14.53,,4.39,Sea,routeC,684.43,1995558.0
cosmetics,B251301-0003/26,20070.0,27.0,,$2956.8,Male,21.0,1.0,47.0,,,$515.00,Supplier 5,,19.0,577.0,18.0,$79.58,Fail,0.03,Rail,routeB,350.87,0.0
haircare,B251301-0003/35,41840.0,81.0,452.0,$9533.76,Male,88.0,22.0,78.0,1.0,Carrier C,$768.00,Supplier 2,Mumbai,2.0,558.0,3.0,$84.35,Fail,2.39,Rail,route_B,212.46,993784.0
cosmetics,B251301-0005/02,85970.0,58.0,334.0,$4983.57,Male,59.0,3.0,2.0,1.0,Carrier A,$512.00,Supplier 2,,22.0,129.0,7.0,$17.69,Fail,3.75,Road,routeB,552.83,1765346.0
cosmetics,B251301-0005/26,14690.0,32.0,571.0,$8124.19,Unknown,44.0,8.0,64.0,,Carrier A,$483.00,Supplier 3,Chennai,6.0,681.0,20.0,$26.42,Fail,3.78,Sea,C route,130.62,
skincare,B251301-0005/35,39340.0,36.0,142.0,$7626.05,Unknown,70.0,10.0,62.0,8.0,Carrier A,,Supplier 2,Mumbai,5.0,986.0,,$81.07,,1.81,Road,C,542.31,0.0
cosmetics,B251301-0002/02,70870.0,42.0,766.0,$4934.45,Non-binary,,,88.0,2.0,,$934.00,Supplier 2,Chennai,27.0,505.0,23.0,$22.73,Pending,,Sea,route_C,713.63,0.0
cosmetics,B251301-0002/26,70640.0,,434.0,$8439.93,Unknown,11.0,1.0,89.0,7.0,Carrier C,$730.00,Supplier 1,Chennai,24.0,802.0,27.0,$14.31,Pending,2.48,Sea,B,912.14,0.0
skincare,B251301-0002/35,82480.0,15.0,806.0,$8934.01,Female,36.0,3.0,85.0,8.0,,$205.00,Supplier 2,,25.0,,,$46.28,Fail,0.15,,A route,859.9,0.0
haircare,M070116-0000/00,78720.0,65.0,751.0,,Unknown,94.0,21.0,20.0,3.0,Carrier A,$111.00,Supplier 1,Mumbai,17.0,807.0,3.0,$39.22,Pending,3.4,Air,A route,831.4,0.0
