Product type,SKU,Estimated price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Demurrage
cosmetics,010300121,59790.0,26.0,855.0,$8658.82,Non-binary,18.0,6.0,29.0,1.0,Carrier B,$614.00,Supplier 5,Mumbai,,706.0,25.0,$32.64,Pending,4.61,,,636.96,0.0
skincare,010300122,56900.0,76.0,891.0,$3848.68,Male,,9.0,85.0,9.0,Carrier A,$611.00,Supplier 5,Chennai,7.0,884.0,11.0,$52.68,Fail,2.44,,c,296.26,
haircare,010300123,89470.0,40.0,981.0,$1846.16,Non-binary,79.0,4.0,60.0,9.0,Carrier A,$195.00,Supplier 4,Mumbai,12.0,264.0,14.0,$72.05,,4.47,Rail,route_B,507.91,0.0
cosmetics,010300124,25890.0,13.0,343.0,$2676.88,,69.0,22.0,57.0,4.0,Carrier B,,,Kolkata,12.0,307.0,,$90.94,Pass,1.0,,,203.77,0.0
haircare,010300125,33060.0,84.0,390.0,$3376.68,Female,29.0,7.0,91.0,6.0,Carrier A,$252.00,Supplier 3,Chennai,,890.0,17.0,$43.47,,4.23,Road,route_B,594.12,0.0
skincare,010300150,67230.0,47.0,336.0,$5548.33,Female,92.0,6.0,22.0,,Carrier B,$294.00,Supplier 5,Chennai,,930.0,20.0,$17.8,Fail,3.09,Sea,B route,191.19,0.0
cosmetics,010300152,79580.0,41.0,616.0,$7675.03,Unknown,,2.0,75.0,4.0,Carrier B,$289.00,Supplier 3,Kolkata,24.0,313.0,23.0,$31.89,,,Road,routeC,590.36,1134589.0
skincare,010300171,14380.0,94.0,424.0,$3897.16,Unknown,18.0,9.0,19.0,4.0,Carrier A,$566.00,Supplier 3,Kolkata,3.0,859.0,2.0,$65.08,Fail,1.7,Air,route_B,353.17,1395813.0
haircare,010300172,37690.0,49.0,958.0,$5095.97,Unknown,42.0,7.0,19.0,3.0,Carrier B,$560.00,Supplier 4,Kolkata,13.0,206.0,27.0,,Pending,1.89,Sea,routeA,,0.0
haircare,010300174,67810.0,29.0,,$6931.41,Non-binary,91.0,3.0,7.0,4.0,Carrier C,$417.00,Supplier 4,Delhi,12.0,804.0,13.0,$21.45,Pending,3.7,Air,C,310.35,0.0
haircare,010300175,63310.0,63.0,715.0,$4664.6,Female,67.0,24.0,61.0,1.0,Carrier C,$744.00,Supplier 2,Delhi,10.0,246.0,15.0,$73.07,Pending,2.09,Road,b,362.17,0.0
,010300180,66820.0,32.0,141.0,$8917.75,Unknown,86.0,1.0,76.0,3.0,Carrier B,,Supplier 2,Mumbai,4.0,,15.0,$55.15,Pass,4.11,Sea,C route,,0.0
skincare,010300181,21950.0,33.0,296.0,$9179.15,Unknown,18.0,23.0,50.0,7.0,Carrier C,$371.00,Supplier 3,Bangalore,16.0,836.0,4.0,$61.04,Fail,,Rail,B,379.62,1794791.0
cosmetics,010300201,94360.0,6.0,543.0,,,41.0,,73.0,8.0,Carrier C,$646.00,Supplier 3,Kolkata,,727.0,14.0,$30.22,Pass,0.05,Air,A,427.35,2040157.0
haircare,010300210,86200.0,79.0,454.0,,Male,7.0,8.0,81.0,2.0,Carrier A,$276.00,Supplier 1,Mumbai,22.0,101.0,14.0,$70.46,Fail,4.88,,route_B,428.24,0.0
cosmetics,010400038,70600.0,4.0,59.0,$7345.07,Non-binary,75.0,6.0,72.0,5.0,Carrier B,$869.00,Supplier 3,Bangalore,25.0,376.0,8.0,,Pending,1.58,Sea,,477.33,1260269.0
haircare,010400039,45900.0,95.0,930.0,$5200.06,Non-binary,63.0,12.0,1.0,1.0,Carrier A,$109.00,Supplier 4,Delhi,10.0,240.0,4.0,$78.03,Pass,1.26,Road,C route,224.59,0.0
haircare,010400041,54160.0,51.0,30.0,$4435.0,Unknown,80.0,15.0,77.0,5.0,Carrier A,$207.00,Supplier 4,Chennai,,451.0,29.0,$97.42,Pass,4.07,Rail,b,415.34,
skincare,010400045,56800.0,15.0,301.0,$1840.06,Non-binary,54.0,12.0,7.0,8.0,Carrier B,$534.00,,Bangalore,22.0,451.0,16.0,$49.52,Pending,3.38,Rail,route_A,333.67,1915669.0
haircare,010400085,24320.0,97.0,,$3443.36,Unknown,25.0,2.0,,6.0,Carrier A,$291.00,Supplier 2,Bangalore,15.0,794.0,12.0,$63.0,Pending,1.51,Road,route_A,730.22,1550737.0
skincare,010400086,55490.0,47.0,63.0,$9057.37,Female,4.0,2.0,19.0,,Carrier C,$967.00,Supplier 4,Bangalore,18.0,339.0,23.0,$23.71,Pass,2.38,Sea,routeB,704.19,0.0
,010400088,83760.0,84.0,716.0,$6509.79,Female,41.0,,50.0,6.0,Carrier A,$159.00,Supplier 1,Kolkata,2.0,868.0,19.0,$73.72,Pending,3.5,Sea,b,655.0,0.0
haircare,010400089,72450.0,97.0,843.0,$8882.04,Male,34.0,5.0,1.0,5.0,Carrier C,,Supplier 5,Mumbai,3.0,320.0,18.0,$59.69,Fail,1.98,Rail,route_B,433.57,
haircare,010400090,14480.0,18.0,253.0,$2767.44,Non-binary,76.0,5.0,52.0,1.0,Carrier C,$680.00,,,23.0,741.0,13.0,$55.28,Pending,3.99,Air,A,940.69,2038323.0
cosmetics,010400091,38020.0,39.0,827.0,$3612.56,Unknown,84.0,6.0,87.0,7.0,Carrier C,$594.00,Supplier 1,Delhi,1.0,719.0,10.0,$73.17,Fail,3.06,Road,routeC,664.21,1859052.0
skincare,010400092,26860.0,74.0,902.0,$4606.78,Female,85.0,18.0,27.0,9.0,Carrier C,$458.00,Supplier 1,Mumbai,21.0,594.0,12.0,$64.53,Fail,4.83,Road,route_A,453.43,760326.0
,010400094,34250.0,3.0,370.0,$9232.08,Female,90.0,16.0,68.0,8.0,Carrier C,$664.00,Supplier 5,Kolkata,6.0,150.0,3.0,$23.86,Pass,0.58,Sea,B,990.28,0.0
cosmetics,010400095,80360.0,98.0,767.0,$5281.8,Female,9.0,2.0,63.0,8.0,Carrier B,$987.00,Supplier 4,Chennai,24.0,522.0,,$30.26,Pass,0.92,Road,,585.37,0.0
,010400096,96480.0,25.0,699.0,$4322.2,Unknown,15.0,7.0,25.0,4.0,Carrier B,$546.00,Supplier 1,Bangalore,16.0,992.0,23.0,$96.1,Pass,3.49,Sea,route_C,,2146116.0
cosmetics,010400097,6410.0,92.0,759.0,$9932.56,,63.0,6.0,63.0,2.0,,$732.00,,,7.0,,9.0,$43.21,Fail,,,route_A,542.37,
skincare,010400098,46510.0,53.0,266.0,$5620.9,Male,26.0,2.0,69.0,7.0,Carrier A,$317.00,Supplier 2,Kolkata,5.0,714.0,20.0,,Pass,4.71,Air,,454.6,0.0
haircare,010400099,,48.0,322.0,$8023.22,Unknown,22.0,6.0,52.0,9.0,,$832.00,Supplier 4,Chennai,21.0,737.0,1.0,$17.29,Pending,,Sea,,686.46,0.0
haircare,010400109,54380.0,85.0,935.0,$1945.97,Female,45.0,7.0,84.0,3.0,Carrier A,$642.00,Supplier 3,Bangalore,19.0,,16.0,$55.04,Fail,2.24,Sea,b,947.86,0.0
cosmetics,010400118,75500.0,15.0,161.0,,Male,74.0,21.0,82.0,9.0,Carrier B,$129.00,Supplier 3,Bangalore,26.0,957.0,,$36.37,Pass,,Road,C,318.22,0.0
skincare,010400120,92530.0,4.0,235.0,$3668.4,Non-binary,24.0,14.0,8.0,7.0,,$424.00,Supplier 3,,21.0,975.0,21.0,$29.56,Fail,4.64,Rail,c,536.26,1533136.0
haircare,010400121,32650.0,27.0,694.0,$3838.75,Female,71.0,10.0,39.0,2.0,Carrier C,$556.00,Supplier 1,Chennai,28.0,,18.0,$42.62,Pending,1.1,Air,b,439.94,
cosmetics,010400122,88070.0,94.0,968.0,$2343.61,Female,96.0,26.0,47.0,1.0,Carrier C,$487.00,Supplier 4,Bangalore,11.0,221.0,7.0,$33.17,Pass,3.81,,A,726.5,0.0
cosmetics,010400130,17880.0,11.0,500.0,$6153.88,Male,87.0,11.0,12.0,9.0,Carrier C,,Supplier 2,Delhi,6.0,728.0,21.0,$61.97,Pass,1.88,Road,A route,454.79,452362.0
cosmetics,010400132,56390.0,25.0,,$9562.8,Unknown,50.0,22.0,98.0,1.0,Carrier C,$406.00,Supplier 2,Chennai,29.0,852.0,27.0,$10.53,Pending,1.07,Rail,c,155.65,1960654.0
cosmetics,010400133,40070.0,58.0,418.0,$4336.73,Male,51.0,1.0,,5.0,Carrier A,,Supplier 1,Delhi,20.0,815.0,19.0,$14.67,Pass,0.86,Rail,A route,578.89,0.0
skincare,010400134,84470.0,30.0,,$7720.66,Male,83.0,15.0,12.0,4.0,Carrier B,$355.00,Supplier 3,Bangalore,14.0,344.0,26.0,$20.47,Fail,3.83,Sea,B route,104.6,1709403.0
cosmetics,010400137,96440.0,35.0,635.0,$2812.21,Unknown,76.0,13.0,41.0,3.0,Carrier A,$920.00,Supplier 4,Delhi,7.0,934.0,17.0,,Pending,3.38,Rail,b,794.01,2499613.0
,010400138,5180.0,92.0,671.0,$6141.35,Female,52.0,13.0,26.0,5.0,,$684.00,Supplier 2,Delhi,23.0,875.0,29.0,$52.52,Fail,4.02,,route_C,933.66,2499849.0
skincare,010400148,2400.0,94.0,,$6822.43,Unknown,16.0,14.0,51.0,2.0,Carrier B,,Supplier 5,Kolkata,13.0,866.0,28.0,$41.82,Pending,0.23,Road,C,453.84,0.0
haircare,010400152,45010.0,,972.0,$7894.36,,57.0,,93.0,1.0,Carrier B,$373.00,Supplier 4,Chennai,17.0,439.0,7.0,$47.29,Pending,1.87,Road,route_B,312.68,0.0
cosmetics,010400155,34800.0,44.0,994.0,$7016.27,,,15.0,12.0,3.0,Carrier C,$366.00,Supplier 4,Kolkata,17.0,,21.0,$39.8,Pass,3.16,Air,C,258.53,352974.0
haircare,010420011,68180.0,25.0,133.0,$3573.79,,70.0,12.0,53.0,2.0,Carrier B,$568.00,Supplier 3,Bangalore,10.0,964.0,10.0,$35.14,Pass,,Air,C,275.11,0.0
cosmetics,010420015,63650.0,6.0,235.0,$4782.72,Female,71.0,12.0,52.0,9.0,Carrier C,,Supplier 4,Kolkata,1.0,,5.0,$61.07,Pass,2.07,,B route,525.43,0.0
skincare,010420017,83790.0,96.0,304.0,,Male,47.0,4.0,25.0,7.0,Carrier B,$167.00,Supplier 2,Delhi,13.0,109.0,29.0,$89.52,Fail,2.96,Rail,c,986.38,0.0
cosmetics,010420018,20190.0,74.0,,$6366.39,Unknown,1.0,9.0,45.0,7.0,Carrier B,$635.00,Supplier 1,Mumbai,13.0,492.0,,$95.32,Fail,0.59,Sea,C route,787.02,0.0
haircare,010500064,34380.0,99.0,359.0,$1343.32,Unknown,49.0,11.0,53.0,5.0,Carrier B,$157.00,Supplier 4,Kolkata,,186.0,6.0,$11.08,Fail,0.94,,B route,779.58,2459639.0
cosmetics,010500070,51920.0,,,$4210.44,Non-binary,94.0,13.0,17.0,8.0,,$888.00,Supplier 4,Chennai,22.0,457.0,,,Fail,1.05,Road,route_A,483.75,0.0
cosmetics,010500071,,20.0,977.0,$6278.61,Male,31.0,10.0,95.0,1.0,Carrier C,$158.00,Supplier 3,Bangalore,6.0,272.0,16.0,$84.54,Pending,2.64,,route_B,148.18,
haircare,010500072,27950.0,16.0,954.0,$3234.27,Female,6.0,12.0,21.0,,Carrier A,$668.00,Supplier 2,,4.0,158.0,23.0,$50.75,Pending,2.08,Sea,route_B,609.79,1890825.0
cosmetics,010500081,35740.0,56.0,789.0,$9618.23,Male,94.0,16.0,18.0,6.0,Carrier A,$795.00,Supplier 5,Delhi,23.0,,28.0,$68.93,Fail,,Air,route_B,240.86,0.0
skincare,010500140,80300.0,71.0,,$6136.37,Unknown,60.0,4.0,96.0,1.0,Carrier A,$133.00,Supplier 1,Bangalore,24.0,593.0,8.0,$48.63,Fail,,Rail,A route,770.0,0.0
cosmetics,010500141,24020.0,67.0,700.0,$3988.28,Unknown,22.0,,40.0,1.0,Carrier C,$330.00,Supplier 1,Delhi,15.0,860.0,3.0,$46.34,Pass,3.23,,route_B,270.99,0.0
skincare,010500142,,40.0,455.0,$6016.95,Male,20.0,23.0,29.0,6.0,Carrier C,$402.00,,Delhi,15.0,632.0,7.0,,Pending,0.95,Air,routeC,473.21,0.0
skincare,010500143,84160.0,54.0,774.0,$3861.01,Unknown,62.0,13.0,63.0,9.0,Carrier C,$633.00,Supplier 4,Delhi,10.0,563.0,8.0,$57.55,Pending,4.48,Sea,routeB,466.56,0.0
cosmetics,010500145,87000.0,92.0,241.0,$9350.25,Male,1.0,10.0,1.0,2.0,Carrier B,$451.00,,Delhi,,993.0,15.0,$51.97,Fail,0.86,Road,c,952.91,0.0
haircare,010500146,58980.0,32.0,689.0,$6688.54,Unknown,72.0,20.0,36.0,4.0,Carrier A,$140.00,Supplier 5,Kolkata,20.0,361.0,29.0,$42.69,Pass,4.99,Sea,,492.54,2291637.0
haircare,010500147,8870.0,40.0,876.0,$2281.75,Non-binary,77.0,22.0,22.0,1.0,Carrier B,$410.00,Supplier 3,Kolkata,21.0,421.0,3.0,$42.11,Pending,0.33,Sea,,,0.0
skincare,010500148,99060.0,4.0,543.0,$5856.36,Non-binary,85.0,8.0,92.0,6.0,Carrier A,$173.00,Supplier 1,Chennai,2.0,163.0,22.0,$28.13,Pass,,,,,0.0
haircare,010500149,67760.0,15.0,807.0,$3438.94,Unknown,52.0,21.0,23.0,3.0,Carrier A,$181.00,Supplier 1,Chennai,16.0,867.0,4.0,$66.73,Pending,2.56,Road,b,480.94,0.0
cosmetics,010500150,64830.0,45.0,594.0,$4650.86,Male,15.0,7.0,10.0,7.0,Carrier A,$698.00,Supplier 2,Chennai,18.0,714.0,8.0,$75.01,Pass,1.39,Rail,A,183.3,0.0
skincare,010500151,38450.0,83.0,,$4079.23,Male,74.0,18.0,8.0,6.0,Carrier C,$558.00,,Mumbai,24.0,861.0,5.0,$77.75,Fail,1.55,Sea,C route,913.18,
skincare,010500152,52460.0,69.0,793.0,$1555.63,Male,83.0,1.0,92.0,1.0,Carrier B,$498.00,Supplier 4,Chennai,12.0,,28.0,,Pending,0.95,,routeB,997.85,0.0
haircare,010500170,79330.0,94.0,313.0,$7765.13,Non-binary,38.0,12.0,98.0,8.0,Carrier C,$508.00,Supplier 1,Kolkata,11.0,212.0,23.0,$58.3,Pass,2.71,Road,b,237.06,0.0
skincare,010500173,4770.0,4.0,852.0,$2161.34,Female,81.0,24.0,13.0,4.0,Carrier C,$741.00,Supplier 5,Bangalore,23.0,134.0,5.0,$63.81,Pass,,Sea,A route,421.14,2444503.0
skincare,010500174,53300.0,47.0,99.0,$4920.31,Female,49.0,2.0,23.0,7.0,Carrier C,,Supplier 2,Chennai,1.0,889.0,28.0,$61.9,Pass,2.59,Air,a,580.6,0.0
haircare,010500175,3780.0,31.0,907.0,$3652.27,Unknown,12.0,14.0,94.0,6.0,Carrier C,$530.00,Supplier 5,Kolkata,13.0,285.0,8.0,,Pending,4.56,Sea,,111.11,0.0
haircare,010500177,,92.0,125.0,$7795.45,Male,,,19.0,7.0,,$209.00,Supplier 4,Delhi,19.0,323.0,13.0,$22.09,Pass,2.08,Rail,c,629.77,836918.0
skincare,010500178,99420.0,51.0,303.0,$4100.15,Female,39.0,13.0,51.0,5.0,,$313.00,Supplier 1,Mumbai,27.0,114.0,16.0,$24.14,Fail,2.22,Sea,route_A,459.2,0.0
cosmetics,010500180,34600.0,23.0,632.0,$9668.33,Male,67.0,20.0,,8.0,Carrier B,$599.00,Supplier 1,Kolkata,7.0,812.0,26.0,$19.05,Fail,1.91,Sea,A route,402.15,342073.0
skincare,010500181,82600.0,29.0,308.0,$9818.79,Female,36.0,13.0,22.0,,Carrier B,$718.00,Supplier 5,Mumbai,,649.0,13.0,$18.72,Pass,0.31,Sea,route_A,,0.0
skincare,010500182,16180.0,94.0,787.0,$5886.4,Female,39.0,13.0,97.0,8.0,Carrier B,$619.00,,Kolkata,13.0,319.0,5.0,$29.43,,1.09,Road,a,406.62,352239.0
skincare,010500183,96700.0,63.0,819.0,,Unknown,29.0,20.0,58.0,4.0,Carrier A,$339.00,Supplier 1,Bangalore,9.0,813.0,20.0,$42.94,Fail,0.3,Sea,a,170.71,1209827.0
cosmetics,010500184,57240.0,43.0,46.0,$6583.69,Unknown,75.0,22.0,92.0,1.0,Carrier A,$849.00,Supplier 5,Delhi,8.0,358.0,9.0,$49.3,Pass,1.26,Air,routeA,518.72,0.0
haircare,010500187,32720.0,50.0,83.0,$7097.8,Unknown,86.0,16.0,11.0,9.0,Carrier B,$768.00,Supplier 4,Delhi,26.0,900.0,27.0,$49.62,Fail,3.62,Sea,routeB,242.48,607860.0
cosmetics,010500188,17560.0,24.0,513.0,$9412.91,Female,30.0,3.0,16.0,7.0,,$876.00,Supplier 2,Kolkata,27.0,400.0,19.0,$26.75,Fail,3.09,Road,C route,259.25,0.0
cosmetics,010500200,10960.0,10.0,,$4445.71,Non-binary,96.0,20.0,27.0,,,$679.00,Supplier 1,Kolkata,14.0,558.0,9.0,$55.57,Fail,3.11,Air,b,805.3,0.0
skincare,010500201,79920.0,30.0,306.0,$5540.2,Female,,1.0,72.0,8.0,Carrier B,$940.00,Supplier 2,Kolkata,10.0,639.0,19.0,$35.66,Fail,2.16,Sea,A,126.07,564767.0
cosmetics,010500202,6710.0,87.0,215.0,$1936.89,Male,32.0,8.0,58.0,1.0,Carrier C,,Supplier 1,Kolkata,13.0,555.0,19.0,$43.05,Fail,3.18,Road,b,550.92,731605.0
cosmetics,010500231,31410.0,39.0,740.0,$3846.73,Unknown,28.0,3.0,35.0,3.0,,$909.00,Supplier 4,Chennai,13.0,107.0,4.0,$67.17,Pending,3.48,,routeB,606.2,906672.0
skincare,010500232,56860.0,60.0,466.0,$2440.75,Female,79.0,4.0,89.0,1.0,Carrier B,$141.00,Supplier 4,Bangalore,11.0,781.0,17.0,,Pass,1.55,Sea,route_B,264.92,1400357.0
cosmetics,010500233,75970.0,85.0,744.0,$9533.32,,41.0,,,7.0,Carrier B,$626.00,,Delhi,1.0,439.0,18.0,$53.95,Fail,4.37,Air,b,498.95,0.0
haircare,010500234,72750.0,,712.0,,Male,55.0,20.0,70.0,6.0,Carrier C,$299.00,Supplier 1,Kolkata,19.0,222.0,29.0,$41.71,Pass,3.58,Air,,773.41,
cosmetics,010500239,1620.0,1.0,705.0,$1348.13,Unknown,90.0,,76.0,,Carrier B,$305.00,Supplier 3,Chennai,17.0,381.0,2.0,$21.34,Pending,2.2,Road,route_C,368.57,0.0
cosmetics,010500241,93980.0,74.0,907.0,$7318.35,Female,53.0,28.0,91.0,5.0,Carrier A,,Supplier 5,Bangalore,,175.0,19.0,$47.14,,4.09,Air,,915.86,0.0
skincare,010500261,12640.0,29.0,741.0,$4181.97,Unknown,52.0,22.0,,1.0,Carrier A,$851.00,Supplier 1,Kolkata,12.0,467.0,6.0,$92.26,Pass,3.45,Road,a,306.32,484911.0
skincare,010500273,96150.0,31.0,,$7040.99,Non-binary,14.0,1.0,57.0,,Carrier C,$403.00,Supplier 2,Kolkata,23.0,140.0,28.0,,Pending,2.13,Air,routeC,965.16,0.0
cosmetics,010500277,9320.0,94.0,338.0,$3252.27,Female,33.0,2.0,93.0,9.0,Carrier B,$823.00,Supplier 1,Mumbai,10.0,542.0,27.0,$62.12,,3.91,Air,route_C,346.2,516503.0
cosmetics,010600234,21730.0,75.0,969.0,$2298.41,Non-binary,32.0,9.0,85.0,7.0,Carrier C,$826.00,Supplier 4,Mumbai,22.0,791.0,21.0,$66.74,Fail,4.75,Air,C,828.24,0.0
haircare,010600239,68070.0,43.0,891.0,$2541.92,Female,,,16.0,,Carrier B,$747.00,Supplier 3,Bangalore,27.0,210.0,28.0,$41.1,Fail,4.76,Sea,B route,801.68,2408518.0
skincare,060700030,59970.0,,,$2709.2,Male,38.0,16.0,,1.0,Carrier B,$359.00,Supplier 4,Mumbai,29.0,992.0,4.0,$74.98,Fail,1.87,Rail,C route,586.87,0.0
skincare,060700031,36040.0,22.0,935.0,$7884.53,Non-binary,33.0,6.0,72.0,4.0,Carrier C,$794.00,Supplier 3,Delhi,27.0,699.0,12.0,$40.97,Pass,,Rail,route_A,245.86,0.0
haircare,060700032,45280.0,25.0,162.0,$7114.8,Non-binary,76.0,26.0,56.0,7.0,Carrier C,$117.00,Supplier 2,Kolkata,15.0,301.0,27.0,$88.19,Pass,0.58,Air,C,651.08,1215884.0
skincare,060700033,,25.0,993.0,$4116.68,,8.0,12.0,51.0,9.0,Carrier C,$614.00,Supplier 1,Chennai,26.0,230.0,25.0,$14.14,Pending,4.67,,routeB,201.14,0.0
haircare,060700034,60750.0,64.0,,$6240.66,Non-binary,10.0,24.0,82.0,9.0,Carrier C,$821.00,Supplier 1,Mumbai,21.0,,24.0,$28.06,Fail,1.22,Sea,routeB,806.61,0.0
skincare,060700035,53650.0,25.0,395.0,$8470.33,Unknown,92.0,22.0,66.0,6.0,Carrier A,,Supplier 4,Kolkata,13.0,637.0,12.0,$12.06,Pending,4.34,Road,C,957.86,0.0
cosmetics,060700064,84930.0,99.0,717.0,$5245.8,Non-binary,91.0,20.0,54.0,6.0,Carrier C,,Supplier 3,,20.0,,7.0,$22.31,Pass,3.99,Road,C,,2268936.0
cosmetics,060700065,69980.0,50.0,65.0,$8984.0,Female,22.0,26.0,19.0,2.0,Carrier B,$170.00,Supplier 1,Kolkata,17.0,966.0,23.0,$74.17,Pending,1.75,Air,C,251.51,2286999.0
haircare,060700066,53380.0,99.0,617.0,,Female,56.0,23.0,66.0,5.0,Carrier C,$212.00,Supplier 4,Mumbai,24.0,,12.0,$30.21,Fail,1.71,Road,A,208.3,0.0
skincare,060700067,45800.0,35.0,722.0,$9525.94,Non-binary,17.0,12.0,,,Carrier B,$795.00,Supplier 3,Bangalore,23.0,987.0,22.0,$15.02,Pending,1.11,Sea,route_A,969.12,0.0
skincare,060700068,84650.0,47.0,243.0,$3050.12,Unknown,98.0,6.0,26.0,1.0,Carrier A,$767.00,Supplier 5,Delhi,,223.0,1.0,$58.03,Pass,3.17,Sea,c,,2344422.0
skincare,060700069,23360.0,44.0,271.0,$2863.59,Unknown,63.0,24.0,41.0,6.0,Carrier C,$935.00,Supplier 4,Bangalore,22.0,129.0,17.0,$74.0,Pass,2.53,Road,A route,956.81,1885507.0
haircare,8013161,25740.0,81.0,,$9180.08,Male,22.0,2.0,37.0,5.0,Carrier A,$780.00,Supplier 1,Delhi,28.0,879.0,24.0,$50.38,Fail,3.84,,c,337.99,0.0
,8507203,35730.0,54.0,315.0,$5211.48,Female,39.0,9.0,,4.0,,$940.00,Supplier 5,Mumbai,20.0,146.0,10.0,$37.08,Pass,0.12,Rail,a,279.6,1688881.0
skincare,032414FX,78790.0,73.0,489.0,$9247.45,Non-binary,86.0,17.0,52.0,3.0,Carrier C,$715.00,Supplier 3,Delhi,23.0,795.0,,$17.61,Fail,4.83,Rail,routeC,121.31,1718861.0
haircare,041101FX,9970.0,11.0,646.0,$2167.59,,79.0,21.0,3.0,4.0,Carrier B,$389.00,Supplier 2,Chennai,3.0,780.0,,$42.97,,0.44,Rail,route_A,896.82,0.0
cosmetics,041102FX,4620.0,12.0,886.0,$7594.49,Unknown,59.0,6.0,82.0,5.0,,$591.00,Supplier 2,Bangalore,26.0,793.0,4.0,,,,Rail,b,246.9,0.0
skincare,041103FX,32590.000000000004,24.0,89.0,$2305.16,Female,43.0,27.0,5.0,4.0,Carrier A,$469.00,Supplier 5,Chennai,27.0,,11.0,$14.91,Fail,2.8,Sea,routeB,650.09,0.0
,112114FX,90930.0,27.0,87.0,$3325.13,Male,62.0,29.0,3.0,5.0,Carrier B,$881.00,Supplier 3,Mumbai,,518.0,20.0,$69.9,Pending,2.14,Sea,a,973.7,2007329.0
haircare,3213124,39610.0,22.0,99.0,$7379.78,Male,90.0,21.0,71.0,3.0,Carrier B,$994.00,Supplier 4,Mumbai,23.0,237.0,25.0,$82.27,Pending,2.12,Road,route_B,847.63,829831.0
skincare,101300231,76560.0,6.0,825.0,$6311.41,Female,84.0,5.0,45.0,6.0,Carrier C,$346.00,Supplier 5,Mumbai,15.0,997.0,1.0,$92.61,Pending,1.01,Rail,route_B,354.48,360002.0
haircare,101300213,43800.0,69.0,862.0,$2705.66,Male,20.0,21.0,39.0,,Carrier C,$506.00,Supplier 1,Mumbai,7.0,581.0,24.0,$76.7,Pass,4.1,Road,,997.52,1978334.0
